soc_code,vector_type,vector_json
43-5011.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.7999999999999999,""ria_E"":0.5628571428571428,""ria_I"":0.37,""ria_R"":0.5014285714285714,""ria_S"":0.26285714285714284,""mot_data"":0.585,""mot_ideas"":0.25642857142857145,""apt_verbal"":0.738,""mot_people"":0.4128571428571428,""mot_things"":0.6507142857142857,""apt_logical"":0.6448,""apt_numerical"":0.6355000000000001}"
43-5021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.7242857142857143,""ria_E"":0.40857142857142853,""ria_I"":0.15285714285714286,""ria_R"":0.6385714285714286,""ria_S"":0.4228571428571429,""mot_data"":0.4385714285714286,""mot_ideas"":0.14785714285714285,""apt_verbal"":0.6587500000000001,""mot_people"":0.4157142857142857,""mot_things"":0.6814285714285715,""apt_logical"":0.5744,""apt_numerical"":0.42400000000000004}"
43-5031.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.7885714285714285,""ria_E"":0.41285714285714287,""ria_I"":0.41571428571428576,""ria_R"":0.6185714285714285,""ria_S"":0.5214285714285715,""mot_data"":0.6021428571428571,""mot_ideas"":0.2792857142857143,""apt_verbal"":0.77125,""mot_people"":0.4671428571428572,""mot_things"":0.7035714285714285,""apt_logical"":0.6900000000000001,""apt_numerical"":0.393}"
43-5032.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.7714285714285715,""ria_E"":0.41714285714285715,""ria_I"":0.20285714285714285,""ria_R"":0.7528571428571428,""ria_S"":0.3842857142857143,""mot_data"":0.48714285714285716,""mot_ideas"":0.17285714285714285,""apt_verbal"":0.7410000000000001,""mot_people"":0.4007142857142857,""mot_things"":0.7621428571428571,""apt_logical"":0.65,""apt_numerical"":0.45150000000000007}"
43-5041.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.9400000000000001,""ria_E"":0.18285714285714286,""ria_I"":0.3614285714285714,""ria_R"":0.7014285714285714,""ria_S"":0.3071428571428571,""mot_data"":0.6507142857142857,""mot_ideas"":0.2521428571428571,""apt_verbal"":0.6055,""mot_people"":0.245,""mot_things"":0.8207142857142857,""apt_logical"":0.5452,""apt_numerical"":0.5345000000000001}"
43-5051.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.9357142857142857,""ria_E"":0.3871428571428571,""ria_I"":0.14285714285714285,""ria_R"":0.4585714285714286,""ria_S"":0.3671428571428571,""mot_data"":0.5392857142857143,""mot_ideas"":0.14285714285714285,""apt_verbal"":0.66975,""mot_people"":0.3771428571428571,""mot_things"":0.6971428571428572,""apt_logical"":0.5696000000000001,""apt_numerical"":0.605}"
43-5052.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.8957142857142857,""ria_E"":0.41571428571428576,""ria_I"":0.14285714285714285,""ria_R"":0.5085714285714286,""ria_S"":0.3842857142857143,""mot_data"":0.5192857142857142,""mot_ideas"":0.14285714285714285,""apt_verbal"":0.553,""mot_people"":0.4,""mot_things"":0.7021428571428572,""apt_logical"":0.54,""apt_numerical"":0.36700000000000005}"
43-5053.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.8442857142857143,""ria_E"":0.23714285714285713,""ria_I"":0.22,""ria_R"":0.6571428571428571,""ria_S"":0.26142857142857145,""mot_data"":0.5321428571428571,""mot_ideas"":0.18142857142857144,""apt_verbal"":0.57275,""mot_people"":0.24928571428571428,""mot_things"":0.7507142857142857,""apt_logical"":0.5599999999999999,""apt_numerical"":0.387}"
43-5061.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.16285714285714284,""ria_C"":0.8457142857142858,""ria_E"":0.7014285714285714,""ria_I"":0.17142857142857143,""ria_R"":0.44571428571428573,""ria_S"":0.30142857142857143,""mot_data"":0.5085714285714286,""mot_ideas"":0.16714285714285715,""apt_verbal"":0.7185,""mot_people"":0.5014285714285714,""mot_things"":0.6457142857142857,""apt_logical"":0.6448,""apt_numerical"":0.5415000000000001}"
43-5071.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":1,""ria_E"":0.4442857142857143,""ria_I"":0.17714285714285713,""ria_R"":0.5685714285714286,""ria_S"":0.19571428571428573,""mot_data"":0.5885714285714285,""mot_ideas"":0.15999999999999998,""apt_verbal"":0.60975,""mot_people"":0.32,""mot_things"":0.7842857142857143,""apt_logical"":0.6,""apt_numerical"":0.496}"
43-5111.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.91,""ria_E"":0.25142857142857145,""ria_I"":0.3385714285714286,""ria_R"":0.7585714285714286,""ria_S"":0.14285714285714285,""mot_data"":0.6242857142857143,""mot_ideas"":0.24071428571428571,""apt_verbal"":0.635,""mot_people"":0.19714285714285715,""mot_things"":0.8342857142857143,""apt_logical"":0.6,""apt_numerical"":0.6289999999999999}"
43-6011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.19285714285714287,""ria_C"":0.9157142857142857,""ria_E"":0.7871428571428571,""ria_I"":0.27714285714285714,""ria_R"":0.18857142857142858,""ria_S"":0.5628571428571428,""mot_data"":0.5964285714285714,""mot_ideas"":0.235,""apt_verbal"":0.79475,""mot_people"":0.675,""mot_things"":0.5521428571428572,""apt_logical"":0.6196,""apt_numerical"":0.5385}"
43-6012.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.22142857142857145,""ria_C"":0.9557142857142857,""ria_E"":0.6314285714285715,""ria_I"":0.41571428571428576,""ria_R"":0.20142857142857143,""ria_S"":0.45285714285714285,""mot_data"":0.6857142857142857,""mot_ideas"":0.3185714285714286,""apt_verbal"":0.7939999999999999,""mot_people"":0.5421428571428571,""mot_things"":0.5785714285714286,""apt_logical"":0.5851999999999999,""apt_numerical"":0.43450000000000005}"
43-6013.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.9528571428571428,""ria_E"":0.45285714285714285,""ria_I"":0.43142857142857144,""ria_R"":0.3271428571428571,""ria_S"":0.59,""mot_data"":0.6921428571428572,""mot_ideas"":0.28714285714285714,""apt_verbal"":0.7502500000000001,""mot_people"":0.5214285714285714,""mot_things"":0.64,""apt_logical"":0.5744,""apt_numerical"":0.4625}"
43-6014.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.9928571428571429,""ria_E"":0.5971428571428571,""ria_I"":0.19571428571428573,""ria_R"":0.28285714285714286,""ria_S"":0.5157142857142857,""mot_data"":0.5942857142857143,""mot_ideas"":0.1692857142857143,""apt_verbal"":0.7979999999999999,""mot_people"":0.5564285714285714,""mot_things"":0.6378571428571429,""apt_logical"":0.5848000000000001,""apt_numerical"":0.45150000000000007}"
43-9021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":1,""ria_E"":0.23857142857142857,""ria_I"":0.33,""ria_R"":0.43571428571428567,""ria_S"":0.16999999999999998,""mot_data"":0.665,""mot_ideas"":0.23642857142857143,""apt_verbal"":0.69425,""mot_people"":0.2042857142857143,""mot_things"":0.7178571428571429,""apt_logical"":0.5599999999999999,""apt_numerical"":0.46799999999999997}"
43-9022.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.32285714285714284,""ria_C"":0.9414285714285714,""ria_E"":0.26571428571428574,""ria_I"":0.27714285714285714,""ria_R"":0.41000000000000003,""ria_S"":0.31857142857142856,""mot_data"":0.6092857142857142,""mot_ideas"":0.3,""apt_verbal"":0.68775,""mot_people"":0.29214285714285715,""mot_things"":0.6757142857142857,""apt_logical"":0.54,""apt_numerical"":0.4715}"
43-9031.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.6057142857142858,""ria_C"":0.8142857142857143,""ria_E"":0.24428571428571427,""ria_I"":0.4057142857142857,""ria_R"":0.4828571428571428,""ria_S"":0.2414285714285714,""mot_data"":0.61,""mot_ideas"":0.5057142857142858,""apt_verbal"":0.69675,""mot_people"":0.24285714285714283,""mot_things"":0.6485714285714286,""apt_logical"":0.6996,""apt_numerical"":0.44399999999999995}"
43-9041.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":1,""ria_E"":0.5514285714285714,""ria_I"":0.34714285714285714,""ria_R"":0.17714285714285713,""ria_S"":0.3657142857142857,""mot_data"":0.6735714285714286,""mot_ideas"":0.245,""apt_verbal"":0.69275,""mot_people"":0.4585714285714285,""mot_things"":0.5885714285714285,""apt_logical"":0.61,""apt_numerical"":0.5265000000000001}"
43-9051.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.9228571428571428,""ria_E"":0.3057142857142857,""ria_I"":0.14285714285714285,""ria_R"":0.5728571428571428,""ria_S"":0.2871428571428571,""mot_data"":0.5328571428571428,""mot_ideas"":0.14285714285714285,""apt_verbal"":0.61225,""mot_people"":0.2964285714285714,""mot_things"":0.7478571428571428,""apt_logical"":0.5599999999999999,""apt_numerical"":0.47300000000000003}"
43-9061.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.9771428571428571,""ria_E"":0.4571428571428572,""ria_I"":0.2642857142857143,""ria_R"":0.41714285714285715,""ria_S"":0.43714285714285717,""mot_data"":0.6207142857142857,""mot_ideas"":0.20357142857142857,""apt_verbal"":0.7325,""mot_people"":0.4471428571428572,""mot_things"":0.6971428571428571,""apt_logical"":0.5948,""apt_numerical"":0.51}"
43-9071.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.1657142857142857,""ria_C"":0.9385714285714286,""ria_E"":0.2942857142857143,""ria_I"":0.30428571428571427,""ria_R"":0.65,""ria_S"":0.24,""mot_data"":0.6214285714285714,""mot_ideas"":0.235,""apt_verbal"":0.64025,""mot_people"":0.2671428571428571,""mot_things"":0.7942857142857143,""apt_logical"":0.5348,""apt_numerical"":0.546}"
43-9081.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.5085714285714286,""ria_C"":0.88,""ria_E"":0.21857142857142858,""ria_I"":0.35714285714285715,""ria_R"":0.2057142857142857,""ria_S"":0.31428571428571433,""mot_data"":0.6185714285714285,""mot_ideas"":0.43285714285714283,""apt_verbal"":0.783,""mot_people"":0.26642857142857146,""mot_things"":0.5428571428571428,""apt_logical"":0.5448000000000001,""apt_numerical"":0.3655}"
43-9111.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":1,""ria_E"":0.24857142857142858,""ria_I"":0.64,""ria_R"":0.3385714285714286,""ria_S"":0.19999999999999998,""mot_data"":0.8200000000000001,""mot_ideas"":0.39142857142857146,""apt_verbal"":0.7547499999999999,""mot_people"":0.22428571428571428,""mot_things"":0.6692857142857143,""apt_logical"":0.6796,""apt_numerical"":0.849}"
45-1011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.6657142857142857,""ria_E"":0.8585714285714285,""ria_I"":0.31857142857142856,""ria_R"":0.79,""ria_S"":0.41285714285714287,""mot_data"":0.4921428571428571,""mot_ideas"":0.2307142857142857,""apt_verbal"":0.68825,""mot_people"":0.6357142857142857,""mot_things"":0.7278571428571429,""apt_logical"":0.6808,""apt_numerical"":0.557}"
45-2011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.7385714285714285,""ria_E"":0.44571428571428573,""ria_I"":0.5771428571428572,""ria_R"":0.7642857142857142,""ria_S"":0.26999999999999996,""mot_data"":0.6578571428571429,""mot_ideas"":0.36,""apt_verbal"":0.69725,""mot_people"":0.3578571428571429,""mot_things"":0.7514285714285713,""apt_logical"":0.7051999999999999,""apt_numerical"":0.5355000000000001}"
45-2021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.20714285714285713,""ria_C"":0.5114285714285715,""ria_E"":0.2857142857142857,""ria_I"":0.4857142857142857,""ria_R"":0.9085714285714286,""ria_S"":0.33999999999999997,""mot_data"":0.49857142857142855,""mot_ideas"":0.3464285714285714,""apt_verbal"":0.5702499999999999,""mot_people"":0.31285714285714283,""mot_things"":0.71,""apt_logical"":0.5744,""apt_numerical"":0.48949999999999994}"
45-2041.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.23857142857142857,""ria_C"":0.7142857142857143,""ria_E"":0.3085714285714286,""ria_I"":0.35428571428571426,""ria_R"":0.8057142857142857,""ria_S"":0.21428571428571427,""mot_data"":0.5342857142857143,""mot_ideas"":0.29642857142857143,""apt_verbal"":0.5045,""mot_people"":0.26142857142857145,""mot_things"":0.76,""apt_logical"":0.47000000000000003,""apt_numerical"":0.35350000000000004}"
45-2091.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.5242857142857142,""ria_E"":0.19142857142857145,""ria_I"":0.35714285714285715,""ria_R"":1,""ria_S"":0.14285714285714285,""mot_data"":0.4407142857142857,""mot_ideas"":0.25,""apt_verbal"":0.528,""mot_people"":0.16714285714285715,""mot_things"":0.7621428571428571,""apt_logical"":0.5603999999999999,""apt_numerical"":0.40049999999999997}"
45-2092.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.18285714285714286,""ria_C"":0.48,""ria_E"":0.3385714285714286,""ria_I"":0.3314285714285714,""ria_R"":1,""ria_S"":0.26571428571428574,""mot_data"":0.4057142857142857,""mot_ideas"":0.2571428571428571,""apt_verbal"":0.57225,""mot_people"":0.30214285714285716,""mot_things"":0.74,""apt_logical"":0.5751999999999999,""apt_numerical"":0.454}"
45-2093.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.20285714285714285,""ria_C"":0.42142857142857143,""ria_E"":0.2742857142857143,""ria_I"":0.38,""ria_R"":0.9685714285714286,""ria_S"":0.35714285714285715,""mot_data"":0.4007142857142857,""mot_ideas"":0.2914285714285714,""apt_verbal"":0.5940000000000001,""mot_people"":0.3157142857142857,""mot_things"":0.6950000000000001,""apt_logical"":0.63,""apt_numerical"":0.46799999999999997}"
45-3031.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.15142857142857144,""ria_C"":0.47000000000000003,""ria_E"":0.2842857142857143,""ria_I"":0.3242857142857143,""ria_R"":1,""ria_S"":0.14714285714285716,""mot_data"":0.39714285714285713,""mot_ideas"":0.23785714285714288,""apt_verbal"":0.56075,""mot_people"":0.21571428571428575,""mot_things"":0.735,""apt_logical"":0.6304,""apt_numerical"":0.43949999999999995}"
45-4011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.5814285714285715,""ria_E"":0.43285714285714283,""ria_I"":0.4757142857142857,""ria_R"":1,""ria_S"":0.3871428571428571,""mot_data"":0.5285714285714286,""mot_ideas"":0.3092857142857143,""apt_verbal"":0.61475,""mot_people"":0.41,""mot_things"":0.7907142857142857,""apt_logical"":0.6148,""apt_numerical"":0.4245}"
45-4021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.16142857142857142,""ria_C"":0.47428571428571425,""ria_E"":0.22428571428571428,""ria_I"":0.35428571428571426,""ria_R"":1,""ria_S"":0.2742857142857143,""mot_data"":0.41428571428571426,""mot_ideas"":0.25785714285714284,""apt_verbal"":0.45625,""mot_people"":0.24928571428571428,""mot_things"":0.7371428571428571,""apt_logical"":0.5556,""apt_numerical"":0.46799999999999997}"
45-4022.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.6285714285714287,""ria_E"":0.15714285714285717,""ria_I"":0.25857142857142856,""ria_R"":0.9757142857142858,""ria_S"":0.15857142857142859,""mot_data"":0.4435714285714286,""mot_ideas"":0.2007142857142857,""apt_verbal"":0.5192500000000001,""mot_people"":0.15785714285714286,""mot_things"":0.8021428571428573,""apt_logical"":0.5703999999999999,""apt_numerical"":0.45299999999999996}"
45-4023.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.9014285714285714,""ria_E"":0.25142857142857145,""ria_I"":0.3385714285714286,""ria_R"":0.7114285714285715,""ria_S"":0.15714285714285717,""mot_data"":0.62,""mot_ideas"":0.24071428571428571,""apt_verbal"":0.61,""mot_people"":0.2042857142857143,""mot_things"":0.8064285714285715,""apt_logical"":0.6348,""apt_numerical"":0.604}"
47-1011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.7071428571428572,""ria_E"":0.8571428571428571,""ria_I"":0.2714285714285714,""ria_R"":0.6671428571428571,""ria_S"":0.41714285714285715,""mot_data"":0.4892857142857143,""mot_ideas"":0.20714285714285713,""apt_verbal"":0.6992499999999999,""mot_people"":0.6371428571428571,""mot_things"":0.6871428571428572,""apt_logical"":0.6552,""apt_numerical"":0.5965}"
47-1011.03,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.18142857142857144,""ria_C"":0.5985714285714286,""ria_E"":0.6928571428571428,""ria_I"":0.37857142857142856,""ria_R"":0.8371428571428572,""ria_S"":0.24857142857142858,""mot_data"":0.4885714285714286,""mot_ideas"":0.28,""apt_verbal"":0.70875,""mot_people"":0.4707142857142857,""mot_things"":0.717857142857143,""apt_logical"":0.6599999999999999,""apt_numerical"":0.5645}"
47-2011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.5314285714285715,""ria_E"":0.14285714285714285,""ria_I"":0.33,""ria_R"":1,""ria_S"":0.14285714285714285,""mot_data"":0.4307142857142857,""mot_ideas"":0.23642857142857143,""apt_verbal"":0.6005,""mot_people"":0.14285714285714285,""mot_things"":0.7657142857142858,""apt_logical"":0.6903999999999999,""apt_numerical"":0.47750000000000004}"
47-2021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.23857142857142857,""ria_C"":0.5457142857142857,""ria_E"":0.17285714285714285,""ria_I"":0.2885714285714286,""ria_R"":0.9928571428571429,""ria_S"":0.15857142857142859,""mot_data"":0.41714285714285715,""mot_ideas"":0.26357142857142857,""apt_verbal"":0.56275,""mot_people"":0.1657142857142857,""mot_things"":0.7692857142857144,""apt_logical"":0.5748,""apt_numerical"":0.5984999999999999}"
47-2022.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.41428571428571426,""ria_C"":0.42857142857142855,""ria_E"":0.1842857142857143,""ria_I"":0.3057142857142857,""ria_R"":1,""ria_S"":0.26571428571428574,""mot_data"":0.3671428571428571,""mot_ideas"":0.36,""apt_verbal"":0.57225,""mot_people"":0.22500000000000003,""mot_things"":0.7142857142857143,""apt_logical"":0.6196,""apt_numerical"":0.6015}"
47-2031.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.31142857142857144,""ria_C"":0.4942857142857143,""ria_E"":0.2557142857142857,""ria_I"":0.27285714285714285,""ria_R"":0.9642857142857143,""ria_S"":0.2714285714285714,""mot_data"":0.38357142857142856,""mot_ideas"":0.29214285714285715,""apt_verbal"":0.614,""mot_people"":0.26357142857142857,""mot_things"":0.7292857142857143,""apt_logical"":0.6548,""apt_numerical"":0.627}"
47-2041.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.27714285714285714,""ria_C"":0.5,""ria_E"":0.14285714285714285,""ria_I"":0.16142857142857142,""ria_R"":1,""ria_S"":0.1842857142857143,""mot_data"":0.33071428571428574,""mot_ideas"":0.21928571428571428,""apt_verbal"":0.54825,""mot_people"":0.1635714285714286,""mot_things"":0.75,""apt_logical"":0.5900000000000001,""apt_numerical"":0.609}"
47-2042.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.26142857142857145,""ria_C"":0.5257142857142857,""ria_E"":0.14285714285714285,""ria_I"":0.19857142857142857,""ria_R"":1,""ria_S"":0.22285714285714286,""mot_data"":0.3621428571428571,""mot_ideas"":0.23,""apt_verbal"":0.563,""mot_people"":0.18285714285714286,""mot_things"":0.7628571428571429,""apt_logical"":0.5655999999999999,""apt_numerical"":0.485}"
47-2043.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.19571428571428573,""ria_C"":0.4757142857142857,""ria_E"":0.22,""ria_I"":0.19857142857142857,""ria_R"":1,""ria_S"":0.20428571428571426,""mot_data"":0.33714285714285713,""mot_ideas"":0.19714285714285715,""apt_verbal"":0.544,""mot_people"":0.21214285714285713,""mot_things"":0.7378571428571429,""apt_logical"":0.5248,""apt_numerical"":0.45150000000000007}"
47-2044.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.3614285714285714,""ria_C"":0.5228571428571429,""ria_E"":0.14285714285714285,""ria_I"":0.21,""ria_R"":1,""ria_S"":0.19142857142857145,""mot_data"":0.36642857142857144,""mot_ideas"":0.2857142857142857,""apt_verbal"":0.5475,""mot_people"":0.16714285714285715,""mot_things"":0.7614285714285715,""apt_logical"":0.6048,""apt_numerical"":0.5860000000000001}"
47-2051.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.23714285714285713,""ria_C"":0.46714285714285714,""ria_E"":0.14285714285714285,""ria_I"":0.3271428571428571,""ria_R"":1,""ria_S"":0.14285714285714285,""mot_data"":0.39714285714285713,""mot_ideas"":0.28214285714285714,""apt_verbal"":0.5417500000000001,""mot_people"":0.14285714285714285,""mot_things"":0.7335714285714285,""apt_logical"":0.5896000000000001,""apt_numerical"":0.517}"
47-2053.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.2757142857142857,""ria_C"":0.4685714285714285,""ria_E"":0.14285714285714285,""ria_I"":0.2571428571428572,""ria_R"":1,""ria_S"":0.14285714285714285,""mot_data"":0.3628571428571429,""mot_ideas"":0.26642857142857146,""apt_verbal"":0.4942499999999999,""mot_people"":0.14285714285714285,""mot_things"":0.7342857142857142,""apt_logical"":0.5548,""apt_numerical"":0.501}"
47-2061.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.19714285714285712,""ria_C"":0.5157142857142857,""ria_E"":0.19285714285714287,""ria_I"":0.3828571428571429,""ria_R"":1,""ria_S"":0.1757142857142857,""mot_data"":0.4492857142857143,""mot_ideas"":0.29000000000000004,""apt_verbal"":0.546,""mot_people"":0.18428571428571427,""mot_things"":0.7578571428571428,""apt_logical"":0.5751999999999999,""apt_numerical"":0.404}"
47-2071.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.5271428571428571,""ria_E"":0.14285714285714285,""ria_I"":0.24571428571428572,""ria_R"":1,""ria_S"":0.14285714285714285,""mot_data"":0.38642857142857145,""mot_ideas"":0.19428571428571428,""apt_verbal"":0.4972499999999999,""mot_people"":0.14285714285714285,""mot_things"":0.7635714285714286,""apt_logical"":0.5548,""apt_numerical"":0.4385}"
47-2072.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.5157142857142857,""ria_E"":0.16428571428571428,""ria_I"":0.27714285714285714,""ria_R"":1,""ria_S"":0.1457142857142857,""mot_data"":0.3964285714285714,""mot_ideas"":0.21,""apt_verbal"":0.51425,""mot_people"":0.155,""mot_things"":0.7578571428571428,""apt_logical"":0.5696000000000001,""apt_numerical"":0.49749999999999994}"
